"Title","Publication Year","Medline PMID","PUI"
"Single dose prophylactic antibiotics may not be sufficient in elective pilonidal sinus surgery: An early terminated study","2011",,L362359234
"New ""introducer"" PEG-gastropexy with T fasteners: A pilot study","2011",22147126,L363072718
"Comparison effectiveness of fosfomysin trometamol and ciprofloxacin in treating uncomplicated urinary tract infections","2011",,L365543210
"One week of nitrofurantoin before percutaneous nephrolithotomy significantly reduces upper tract infection and urosepsis: A prospective controlled study","2011",20570319,L50939662
"High-dose vitamin D(3) during intensive-phase antimicrobial treatment of pulmonary tuberculosis: A double-blind randomised controlled trial","2011",21215445,L51217344
"Bacterial pneumonia","2011",,L51260874
"6-month versus 36-month isoniazid preventive treatment for tuberculosis in adults with HIV infection in Botswana: A randomised, double-blind, placebo-controlled trial","2011",21492926,L51372333
"5 versus 10 days of treatment with ceftriaxone for bacterial meningitis in children: A double-blind randomised equivalence study","2011",21620467,L51442708
"Comparison of single-dose and multiple-dose antibiotics for lower urinary tract infection in pregnancy","2011",21696732,L51484826
"Neonatal Procalcitonin Intervention Study (NeoPInS): Effect of Procalcitonin-guided decision making on Duration of antibiotic Therapy in suspected neonatal early-onset Sepsis: A multi-centre randomized superiority and non-inferiority Intervention Study","2010",21143869,L51187533
"Effects of Lactobacillus rhamnosus HN001 on acute respiratory infections and intestinal secretory IgA in children","2010",,L360202823
"Comparison of 3-day and 7-day ciprofloxacin regimen for the treatment of uncomplicated urinary tract infection in women: A randomized double-blind clinical trial","2010",,L364267249
"Infections after laparoscopic and open cholecystectomy: Ceftriaxone versus placebo; a double blind randomized clinical trial","2010",,L364267258
"A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections","2010",20585969,L50972622
"Short-versus long-term antimicrobial treatment for acute hematogenous osteomyelitis of childhood: Prospective, randomized trial on 131 culture-positive cases","2010",20842069,L51074938
"Zinc and vitamin A supplementation fails to reduce sputum conversion time in severely malnourished pulmonary tuberculosis patients in Indonesia","2010",20920186,L51092249
"Prophylactic antibiotics for the prevention of neutropenic fever in patients undergoing autologous stem-cell transplantation: Results of a single institution, randomized phase 2 trial","2010",20882526,L359841397
"Internal vs. external monitoring of uterine contractions","2010",,L361808016
"Is there a benefit to drains with a kocher-langenbeck approach? a prospective randomized pilot study","2010",20375919,L50921162
"Temporary percutaneous gastric electrical stimulation: A novel technique tested in patients with non-established indications for gastric electrical stimulation","2010",20838049,L51071368
"Effect of local gentamicin application on healing and wound infection in patients with modified radical mastectomy: A prospective randomized study","2010",20926017,L359733963
"Clinical trial: The combination of rifaximin with partially hydrolysed guar gum is more effective than rifaximin alone in eradicating small intestinal bacterial overgrowth","2010",20937045,L359672949
"Probiotic prophylaxis of ventilator-associated pneumonia: A blinded, randomized, controlled trial","2010",20522788,L359861880
"Buprenorphine implants for treatment of opioid dependence: A randomized controlled trial","2010",20940383,L359760717
"Prophylactic antibiotics in open mesh repair of inguinal hernia - A randomized controlled trial","2010",20538079,L50981947
"Controlled trial of cycled antibiotic prophylaxis to prevent initial Pseudomonas aeruginosa infection in children with cystic fibrosis","2010",20729233,L359669686
"Comparison of the efficacy of triple versus quadruple therapy on the eradication of Helicobacter pylori and antibiotic resistance","2010",20883428,L359674297
"Antibiotics-impregnated ventricular catheter versus systemic antibiotics for prevention of nosocomial CSF and non-CSF infections: A prospective randomised clinical trial","2010",20466698,L359954197
"Use of the PlasmaJet® system in patients undergoing abdominal lipectomy following massive weight loss: A randomized controlled trial","2010",20094818,L50774442
"Routine resite of peripheral intravenous devices every 3 days did not reduce complications compared with clinically indicated resite: A randomised controlled trial","2010",20831782,L359666806
"New fixed-dose artesunate-mefloquine formulation against multidrug-resistant Plasmodium falciparum in adults: A comparative phase IIb safety and pharmacokinetic study with standard-dose nonfixed artesunate plus mefloquine","2010",20547795,L359442451
"Randomized controlled trial of wound complication rates of subcuticular suture vs staples for skin closure at cesarean delivery","2010",20816153,L359476755
"Procalcitonin guidance and reduction of antibiotic use in acute respiratory tract infection","2010",20185423,L359526193
"Efficacy of probiotics in Helicobacter pylori eradication therapy","2010",20931422,L359718191
"Cost effectiveness of management strategies for urinary tract infections: Results from randomised controlled trial","2010",,L359851504
"A randomized prospective study of oral levofloxacin vs intravenous flomoxef prophylaxis in postoperative infection after endoscopic sinus surgery","2010",20015788,L50594758
"Antibiotic prophylaxis during PNL for staghorn stones: Comparison of one-week preoperative to one-shot intaoperative antibiotic use","2010",,L70471908
"Antibiotic therapy for Shigella dysentery.","2010",20687081,L359407948
"Effect of an implantable gentamicin-collagen sponge on sternal wound infections following cardiac surgery: A randomized trial","2010",20716738,L359374177
"Interventions for replacing missing teeth: antibiotics at dental implant placement to prevent complications.","2010",20614437,L359331272
"Antibiotic prophylaxis in transcatheter treatment of hepatocellular carcinoma: An open randomized prospective study of oral versus intravenous administration","2010",20558918,L359079379
"Interventions for cellulitis and erysipelas.","2010",20556757,L359244609
"Comparison of 980 nm Laser and Bare-tip Fibre with 1470 nm Laser and Radial Fibre in the Treatment of Great Saphenous Vein Varicosities: A Prospective Randomised Clinical Trial","2010",20547079,L360020056
"A prospective, randomized trial comparing BioGlue and Vivostat for the control of alveolar air leak","2010",20620377,L358991434
"Efficacy and safety comparison of two amoxicillin administration schedules after third molar removal. A randomized, double-blind and controlled clinical trial","2010",20173715,L359168641
"Dose-response efficacy of a proprietary probiotic formula of lactobacillus acidophilus CL1285 and lactobacillus casei LBC80R for antibiotic-associated diarrhea and clostridium difficile-associated diarrhea prophylaxis in adult patients","2010",20145608,L50793846
"Clinical relevance of surgical site infection as defined by the criteria of the Centers for Disease Control and Prevention","2010",20338667,L50845499
"Comparison of 3-Dimensional and Standard Miniplate Fixation in the Management of Mandibular Fractures","2010",20417012,L50881557
"Treatment of infectious mastitis during lactation: Antibiotics versus oral administration of lactobacilli isolated from breast milk","2010",20455694,L358921187
"Rituximab add-on therapy for breakthrough relapsing multiple sclerosis: A 52-week phase II trial","2010",20530322,L358981629
"Analysis of oral antibiotic therapy's potency in perimplantitis","2010",,L50558834
"Antibiotic prophylaxis can prevent recurrent infection in children with urinary tract infections","2010",,L358580598
"Sequential therapy for helicobacter pylori eradication: A critical review","2010",20054285,L358740057
"Levofloxacin-based and clarithromycin-based triple therapies as first-line and second-line treatments for Helicobacter pylori infection: A randomised comparative trial with crossover design","2010",20427390,L358743108
"Efficacy and safety of retreatment in patients with rheumatoid arthritis with previous inadequate response to tumor necrosis factor inhibitors: Results from the SUNRISE trial","2010",20194448,L358756372
