"","PMID","PUI","Title"
"1899",33235447,"L2005452793","Prevention of acute exacerbation in subjects with moderate-to-very severe copd by modulating lower respiratory microbiome: Protocol of a prospective, multicenter, randomized controlled trial"
"1900",32634064,"L2005508869","Wound complications after total hip arthroplasty: a prospective, randomised controlled trial comparing staples with sutures"
"1903",32975161,"L2006785959","Association of acute pyelonephritis with double-J ureteral stenting: a nationwide population-based case control study"
"1905",31197249,"L628321651","Potential roles of Helicobacter pylori treatment, body mass index and waist circumference in the causation of erosive esophagitis: a randomized clinical trial (HEROES-GERD)"
"1907",31918579,"L631051595","Ceftobiprole versus daptomycin in Staphylococcus aureus bacteremia: A novel protocol for a double-blind, Phase III trial"
"1908",31622456,"L632830906","High rates of drug-induced liver injury in people living with HIV coinfected with tuberculosis (TB) irrespective of antiretroviral therapy timing during antituberculosis treatment: Results from the starting antiretroviral therapy at three points in TB trial"
"1909",32443285,"L633104912","Hematogenous osteomyelitis in childhood can relapse many years later into adulthood: A retrospective multicentric cohort study in France"
"1913",31842222,"L2004581031","Commentary"
"1914",31847912,"L630285135","Effectiveness and cost-effectiveness of Improving clinicians' diagnostic and communication Skills on Antibiotic prescribing Appropriateness in patients with acute Cough in primary care in CATalonia (the ISAAC-CAT study): Study protocol for a cluster randomised controlled trial"
"1919",31461581,"L2002609312","Manuka honey sinus irrigations in recalcitrant chronic rhinosinusitis: phase 1 randomized, single-blinded, placebo-controlled trial"
"1923",31779699,"L629976072","Chimney Trial: Study protocol for a randomized controlled trial"
"1924",30861061,"L630179476","Fosfomycin for Injection (ZTI-01) Versus Piperacillin-tazobactam for the Treatment of Complicated Urinary Tract Infection including Acute Pyelonephritis: ZEUS, A Phase 2/3 Randomized Trial"
"1926",31626688,"L630140961","Efficacy and Safety of Intravenous-to-oral Lefamulin, a Pleuromutilin Antibiotic, for the Treatment of Community-acquired Bacterial Pneumonia: The Phase III Lefamulin Evaluation against Pneumonia (LEAP 1) Trial"
"1927",30753384,"L630140986","Efficacy and Safety of Nitazoxanide in Addition to Standard of Care for the Treatment of Severe Acute Respiratory Illness"
"1929",30916379,"L2002592152","Adalimumab medium-term dosing strategy in moderate-to-severe hidradenitis suppurativa: integrated results from the phase III randomized placebo-controlled PIONEER trials"
"1931",31527377,"L629419791","The Use of a Combination of Vaccinium Macracarpon, Lycium barbarum L. And Probiotics (Bifiprost®) for the Prevention of Chronic Bacterial Prostatitis: A Double-Blind Randomized Study"
"1932",31614361,"L629758817","Efficacy and Safety of Two Fosfomycin Regimens as Antimicrobial Prophylaxis for Transrectal Prostate Biopsy: A Randomised Study"
"1933",31325313,"L629815598","An investigation of the effects of procalcitonin testing on antimicrobial prescribing in respiratory tract infections in an Irish university hospital setting: A feasibility study"
"1937",30616912,"L2001436846","Integrated safety summary of phase II and III studies comparing oral nemonoxacin and levofloxacin in community-acquired pneumonia"
"1938",31397077,"L2002413180","The effect of antibiotic prophylaxis on wound infections after laparoscopic cholecystectomy: A randomised clinical trial"
"1943",31651842,"L630562619","Steroid therapy and outcome of parapneumonic pleural effusions (STOPPE): Study protocol for a multicenter, double-blinded, placebo-controlled randomized clinical trial"
"1956",31509204,"L629313847","Effect of a Standard vs Enhanced Implementation Strategy to Improve Antibiotic Prescribing in Nursing Homes: A Trial Protocol of the Improving Management of Urinary Tract Infections in Nursing Institutions Through Facilitated Implementation (IMUNIFI) Study"
"1961",31318772,"L629887802","Randomized Controlled Trial of Enhanced Recovery Program Dedicated to Elderly Patients after Colorectal Surgery"
"1964",30851997,"L2001659868","Optimizing treatment of respiratory tract infections in nursing homes: Nurse-initiated polymerase chain reaction testing"
"1965",31227278,"L2002130545","Daily subcutaneous Teriparatide injection increased bone mineral density of newly formed bone after tibia distraction osteogenesis, a randomized study"
"1974",31358032,"L628714786","PROCalcitonin-based algorithm for antibiotic use in Acute Pancreatitis (PROCAP): Study protocol for a randomised controlled trial"
"1977",31203871,"L2001316428","Antibacterial efficacy of handrubbing for 15 versus 30 seconds: EN 1500-based randomized experimental study with different loads of Staphylococcus aureus and Escherichia coli"
"1979",30254135,"L624201174","Follow-on RifAximin for the Prevention of recurrence following standard treatment of Infection with Clostridium Difficile (RAPID): A randomised placebo controlled trial"
"1980",30767274,"L626727588","Long-term safety and efficacy of eculizumab in generalized myasthenia gravis"
"1982",30339623,"L629258118","Mesh or Patch for Hernia on Epigastric and Umbilical Sites (MORPHEUS-Trial): The Complete Two-year Follow-up"
"1983",31196132,"L628083475","CASSETTE-clindamycin adjunctive therapy for severe Staphylococcus aureus treatment evaluation: Study protocol for a randomised controlled trial"
"1984",31171029,"L627968662","Therapeutic drug monitoring-based dose optimisation of piperacillin/tazobactam to improve outcome in patients with sepsis (TARGET): A prospective, multi-centre, randomised controlled trial"
"1986",30902696,"L2001809154","Complete Ultrasound-guided Percutaneous Nephrolithotomy in Prone and Supine Positions: A Randomized Controlled Study"
"1987",31030995,"L2001866818","A Pooled Analysis of the Safety and Efficacy of Iclaprim Versus Vancomycin for the Treatment of Acute Bacterial Skin and Skin Structure Infections in Patients With Intravenous Drug Use: Phase 3 REVIVE Studies"
"1989",30632208,"L626256641","Dornase alfa during lower respiratory tract infection post-lung transplantation: a randomized controlled trial"
"1990",31020673,"L627496652","Randomised controlled trial: susceptibility-guided therapy versus empiric bismuth quadruple therapy for first-line Helicobacter pylori treatment"
"1995",31117116,"L630957600","Epidemiology of campylobacter gastroenteritis in New Zealand children and the effect of the campylobacter strategy a 20-year observational study"
"1996",31099330,"L2002019403","Gentamicin as an alternative to ceftriaxone in the treatment of gonorrhoea: The G-TOG non-inferiority RCT"
"2001",30853250,"L2001866505","Efficacy and safety of intravenous ceftriaxone at home versus intravenous flucloxacillin in hospital for children with cellulitis (CHOICE): a single-centre, open-label, randomised, controlled, non-inferiority trial"
"2003",31043177,"L627416709","Duration of antibiotic treatment and risk of recurrence after surgical management of orthopaedic device infections: A multicenter case-control study"
"2010",31039759,"L627405119","Evaluation of the efficacy of an interdialytic ""ethanol 40% v/v-enoxaparin 1000 U/mL"" lock solution to prevent tunnelled catheter infections in chronic hemodialysis patients: A multi-centre, randomized, single blind, parallel group study"
"2011",30992071,"L627234377","Uro-Vaxom® versus placebo for the prevention of recurrent symptomatic urinary tract infections in participants with chronic neurogenic bladder dysfunction: A randomised controlled feasibility study"
"2012",30660818,"L2001555578","Enhancing Patient Outcomes while Containing Costs after Complex Abdominal Operation: A Randomized Controlled Trial of the Whipple Accelerated Recovery Pathway"
"2013",30772202,"L2001569763","Endoscopic retrieval of retracted flexor tendons: An atraumatic technique"
"2014",30610862,"L2001740068","Fecal Microbiota Transplantation Is Superior to Fidaxomicin for Treatment of Recurrent Clostridium difficile Infection"
"2017",29497768,"L621563392","The “all-seeing needle” micro-PCNL versus flexible ureterorenoscopy for lower calyceal stones of ≤ 2 cm"
"2018",30445572,"L627184448","The effects of low suction on digital drainage devices after lobectomy using video-assisted thoracoscopic surgery: A randomized controlled trial"
"2023",30832742,"L626584701","Personalized medicine with IgGAM compared with standard of care for treatment of peritonitis after infectious source control (the PEPPER trial): Study protocol for a randomized controlled trial"
"2024",30179656,"L2001166351","Efficacy of antibiotic prophylaxis against ventilator-associated pneumonia"
"2031",29064884,"L629148263","Efficacy of Preoperative Oral Antibiotic Prophylaxis for the Prevention of Surgical Site Infections in Patients with Crohn Disease: A Randomized Controlled Trial"
"2035",30181096,"L2001072614","Safety and efficacy of oral nemonoxacin versus levofloxacin in treatment of community-acquired pneumonia: A phase 3, multicenter, randomized, double-blind, double-dummy, active-controlled, non-inferiority trial"
"2038",29124387,"L619200056","Effects of Lactobacillus coryniformis K8 CECT5711 on the immune response to influenza vaccination and the assessment of common respiratory symptoms in elderly subjects: a randomized controlled trial"
"2039",30088841,"L623896970","Effect of a Probiotic Preparation on Ventilator-Associated Pneumonia in Critically Ill Patients Admitted to the Intensive Care Unit: A Prospective Double-Blind Randomized Controlled Trial"
"2040",30575054,"L625822231","Postoperative antibiotic prophylaxis in the prevention of cardiac implantable electronic device infection"
"2044",30152252,"L626177967","Partial oral versus intravenous antibiotic treatment of endocarditis"
