"","PMID","title","Publication.Year","relevent","dur_trial","reason_exclude","Comments","short_dur","long_dur","fu_period"
"880",17587070,"Duration of antibiotic treatment in disseminated Lyme borreliosis: a double-blind, randomized, placebo-controlled, multicenter clinical study",2007,0,1,"Resistance during f/u not included","",NA,NA,NA
"881",17592288,"Effect of enteral nutrition and synbiotics on bacterial infection rates after pylorus-preserving pancreatoduodenectomy: a randomized, double-blind trial",2007,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"882",17599102,"Short-term antibiotic prophylaxis in implant surgery: a comparison of three antibiotics",2007,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"883",17636757,"Delayed antibiotics for respiratory infections",2007,0,0,"Study design (not RCT)","Review",NA,NA,NA
"884",17638700,"Doxycycline versus azithromycin for treatment of leptospirosis and scrub typhus",2007,0,1,"Resistance during f/u not included","",NA,NA,NA
"885",17682094,"Phase 2 study of ceftaroline versus standard therapy in treatment of complicated skin and skin structure infections",2007,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"886",17724497,"Dalbavancin: A review",2007,0,0,"Study design (not RCT)","",NA,NA,NA
"887",17846141,"Randomized, double-blind, placebo-controlled trial of cephalexin for treatment of uncomplicated skin abscesses in a population at risk for community-acquired methicillin-resistant Staphylococcus aureus infection",2007,0,1,"Resistance during f/u not included","",NA,NA,NA
"888",17846853,"A prospective, double-blind, multicenter, randomized trial comparing ertapenem 3 vs >or=5 days in community-acquired intraabdominal infection",2008,1,1,"","In the eight patients with a postoperative infection, cultures of the drainage material from the site of the infection were performed. The same pathogens as those present in the cultures taken at the operation were found in four patients in the cultures t","3","5.7","28 days after completion"
"889",17854593,"Primary Prophylaxis of Spontaneous Bacterial Peritonitis Delays Hepatorenal Syndrome and Improves Survival in Cirrhosis",2007,0,1,"Resistance during f/u not included","",NA,NA,NA
"890",17880755,"A trial of levofloxacin 750 mg once daily for 5 days versus ciprofloxacin 400 mg and/or 500 mg twice daily for 10 days in the treatment of acute pyelonephritis",2007,0,1,"Resistance during f/u not included","",NA,NA,NA
"891",17943796,"Antibiotics for acute pyelonephritis in children",2007,0,0,"Study design (not RCT)","Review",NA,NA,NA
"892",17943827,"Prophylactic antibiotics to reduce morbidity and mortality in neonates with umbilical artery catheters",2007,0,0,"Study design (not RCT)","Review",NA,NA,NA
"893",18091545,"Randomized trial of combination versus monotherapy for the empiric treatment of suspected ventilator-associated pneumonia",2008,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"894",18096708,"Use of procalcitonin to shorten antibiotic treatment duration in septic patients: a randomized trial",2008,0,1,"Resistance during f/u not included","",NA,NA,NA
"895",18186979,"Efficacy and safety of cefepime in late-onset ventilator-associated pneumonia in infants: a pilot randomized and controlled study",2008,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"896",18231720,"Moxifloxacin vs ampicillin/sulbactam in aspiration pneumonia and primary lung abscess",2008,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"897",18242357,"A double-blind, randomized comparison of levofloxacin 750 mg once-daily for five days with ciprofloxacin 400/500 mg twice-daily for 10 days for the treatment of complicated urinary tract infections and acute pyelonephritis",2008,0,1,"Resistance during f/u not included","",NA,NA,NA
"898",18254094,"Prophylactic systemic antibiotics to reduce morbidity and mortality in neonates with central venous catheters",2008,0,0,"Study design (not RCT)","Review",NA,NA,NA
"899",18318569,"Levofloxacin: A review of its use as a high-dose, short-course treatment for bacterial infection",2008,0,0,"Study design (not RCT)","",NA,NA,NA
"900",18343748,"Efficacy and safety of azithromycin 1 g once daily for 3 days in the treatment of community-acquired pneumonia: an open-label randomised comparison with amoxicillin-clavulanate 875/125 mg twice daily for 7 days",2008,0,1,"Resistance during f/u not included","",NA,NA,NA
"901",18379232,"Efficacy and safety of intravenous infusion of doripenem versus imipenem in ventilator-associated pneumonia: a multicenter, randomized study",2008,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"902",18384913,"To review or not to review: that is the question",2008,0,0,"Study design (not RCT)","",NA,NA,NA
"903",18401350,"Prophylactic antibiotics in the prevention of catheter-associated bloodstream bacterial infection in preterm neonates: A systematic review",2008,0,0,"Study design (not RCT)","Review",NA,NA,NA
"904",18444817,"Timing of antibiotic prophylaxis for primary total knee arthroplasty performed during ischemia",2008,0,1,"Resistance during f/u not included","",NA,NA,NA
"905",18444850,"Effect of clarithromycin in patients with sepsis and ventilator-associated pneumonia",2008,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"906",18454864,"Antimicrobial treatment for ventilator-associated tracheobronchitis: a randomized, controlled, multicenter study",2008,1,1,"","No significant difference was found in the rates of infection or colonization related to MDR bacteria diagnosed after random assignment","0","8","until ICU discharge or 28 days after random assignment if they were discharged from the ICU before."
"907",18462093,"Pneumonia caused by methicillin-resistant Staphylococcus aureus",2008,0,0,"Study design (not RCT)","",NA,NA,NA
"908",18462354,"Antibiotic prophylaxis for transrectal prostate biopsy: A prospective randomized study of tosufloxacin versus levofloxacin",2008,1,1,"","Did not differentiate outcomes in the groups = In sixsubjects suffering from UTI, urine or blood cultures were positive forEscherichia coli (E. coli), with three isolates being resistant to ﬂuoro-quinolones, two to cephalosporins, four to aminopenicillins",NA,NA,NA
"909",18463831,"[Antibiotic treatment of surgical intensive care patients: procalcitonin to guide duration of therapy]",2008,0,1,"Resistance during f/u not included","",NA,NA,NA
"910",18473097,"A randomized trial of ceftriaxone versus trimethoprim-sulfamethoxazole to prevent ventriculoperitoneal shunt infection",2008,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"911",18478129,"Preventive antibacterial therapy in acute ischemic stroke: A randomized controlled trial",2008,1,1,"","",NA,NA,NA
"912",18484473,"Piperacillin/tazobactam plus amikacin versus carbapenem monotherapy as empirical treatment of febrile neutropenia in childhood hematological malignancies",2008,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"913",18513453,"Compared to placebo, long-term antibiotics resolve otitis media with effusion (OME) and prevent acute otitis media with perforation (AOMwiP) in a high-risk population: A randomized controlled trial",2008,1,1,"","",NA,NA,NA
"914",18549664,"Efficacy and safety of doripenem versus piperacillin/tazobactam in nosocomial pneumonia: A randomized, open-label, multicenter study",2008,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"915",18555934,"Efficacy and tolerability of IV doripenem versus meropenem in adults with complicated intra-abdominal infection: A phase III, prospective, multicenter, randomized, double-blind, noninferiority study",2008,1,1,"","No  emergent  pathogens  resistant  to doripenem were isolated in doripenem-treated patients. Two meropenem-treated patients had superinfections with  resistant  pathogens,  1  with Acinetobacter  bau-mannii  and  1  with  methicillin-resistant Staphyloco",NA,NA,NA
"916",18635341,"Linezolid for the treatment of infections caused by Gram-positive pathogens in China",2008,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"917",18646074,"Antibiotic duration for treating uncomplicated, symptomatic lower urinary tract infections in elderly women",2008,0,0,"Study design (not RCT)","All studies included ",NA,NA,NA
"918",18661264,"Preoperative disinfection of the conjunctival sac with antibiotics and iodine compounds: a prospective randomized multicenter study",2008,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"919",18661495,"A prospective, randomized study comparing cefozopran with piperacillin-tazobactam plus ceftazidime as empirical therapy for febrile neutropenia in children with hematological disorders",2008,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"920",18662172,"A pilot study of high-dose short duration daptomycin for the treatment of patients with complicated skin and skin structure infections caused by gram-positive bacteria",2008,1,1,"","No pathogen developed resistance toeither study treatment","4","8","7-14 days"
"921",18663500,"Clinical and microbiological efficacy of moxifloxacin versus amoxicillin/clavulanic acid in severe odontogenic abscesses: a pilot study",2009,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"922",18701270,"Once-weekly azithromycin in cystic fibrosis with chronic Pseudomonas aeruginosa infection",2008,0,1,"Resistance during f/u not included","",NA,NA,NA
"923",18719064,"Early microbiological response to linezolid vs vancomycin in ventilator-associated pneumonia due to methicillin-resistant Staphylococcus aureus",2008,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"924",18721198,"Prospective assessment of the efficacy of single dose versus traditional 3-day antimicrobial prophylaxis in 12-core transrectal prostate biopsy",2008,0,1,"Resistance during f/u not included","",NA,NA,NA
"925",18726104,"The role of preoperative antibiotics in the prevention of wound infection after day case surgery for inguinal hernia in children in Ile Ife, Nigeria",2008,1,1,"","Of the infected wounds, four were diagnosed on the sixth postoperative day, while the remaining one was noticed on the eighth postoperative day. Staphylococcus aureus only was cultured in four infected wounds giving a microbial wound infection rate of 3.8",NA,NA,NA
"926",18818954,"Ceftibuten versus trimethoprim-sulfamethoxazole for oral treatment of febrile urinary tract infection in children",2009,1,1,"","None was resistant to ceftibuten, while 4/12 and 1/4 in each group were resistant to TMP-SMX. Enterococci were found in seven patients treated with ceftibuten compared with none treated with TMP-SMX.",NA,NA,NA
"927",18828055,"Comparison of ceftriaxone versus triple drug regimen in the prevention of cesarean section infectious morbidities",2008,0,1,"Resistance during f/u not included","",NA,NA,NA
"928",18937610,"Comparative evaluation of efficacy and safety of cefotaxime-sulbactam with amoxicillin-clavulanic acid in children with lower respiratory tract infections",2008,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"929",18945594,"Safety and tolerability of ertapenem versus ceftriaxone in a double-blind study performed in children with complicated urinary tract infection, community-acquired pneumonia or skin and soft-tissue infection",2009,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"930",18990531,"Safety and efficacy of intravenous tigecycline in treatment of community-acquired pneumonia: results from a double-blind randomized phase 3 comparison study with levofloxacin",2009,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"931",18991182,"Pivmecillinam versus sulfamethizole for short-term treatment of uncomplicated acute cystitis in general practice: A randomized controlled trial",2009,1,1,"","",NA,NA,NA
"932",19034493,"Procalcitonin (PCT)-guided algorithm reduces length of antibiotic treatment in surgical intensive care patients with severe sepsis: results of a prospective randomized study",2009,0,1,"Resistance during f/u not included","",NA,NA,NA
