,relevent,dur_trial,reason_exclude,Comments,short_dur,long_dur,fu_period,PMID,title,,,,,,,,,,,,,,,,,
682,0,1,Resistance during f/u not included,,NA,NA,NA,30982631,Guideline-Based Clinical Assessment Versus Procalcitonin-Guided Antibiotic Use in Pneumonia: A Pragmatic Randomized Trial,,,,,,,,,,,,,,,,,
684,0,1,Resistance during f/u not included,,NA,NA,NA,31030266,Antimicrobial prophylaxis for 1 day versus 3 days in liver cancer surgery: a randomized controlled non-inferiority trial,,,,,,,,,,,,,,,,,
686,0,1,Resistance during f/u not included,,NA,NA,NA,31063679,Intraoperative Versus Extended Antibiotic Prophylaxis in Liver Transplant Surgery: A Randomized Controlled Pilot Trial,,,,,,,,,,,,,,,,,
689,0,1,Resistance during f/u not included,,NA,NA,NA,31106353,Four versus six weeks of antibiotic therapy for osteoarticular infections after implant removal: a randomized trial,,,,,,,,,,,,,,,,,
698,0,1,Resistance during f/u not included,,NA,NA,NA,31577678,The Effect of Prolonged Postoperative Antibiotic Administration on the Rate of Infection in Patients Undergoing Posterior Spinal Surgery Requiring a Closed-Suction Drain: A Randomized Controlled Trial,,,,,,,,,,,,,,,,,
699,0,1,Resistance during f/u not included,,NA,NA,NA,31585944,"Penicillin V four times daily for five days versus three times daily for 10 days in patients with pharyngotonsillitis caused by group A streptococci: randomised controlled, open label, non-inferiority study",,,,,,,,,,,,,,,,,
700,0,1,Resistance during f/u not included,,NA,NA,NA,31614361,Efficacy and Safety of Two Fosfomycin Regimens as Antimicrobial Prophylaxis for Transrectal Prostate Biopsy: A Randomised Study,,,,,,,,,,,,,,,,,
701,0,1,Resistance during f/u not included,,NA,NA,NA,31618678,"Antibiotic treatment for 6 days versus 12 days in patients with severe cellulitis: a multicentre randomized, double-blind, placebo-controlled, non-inferiority trial",,,,,,,,,,,,,,,,,
710,0,1,Resistance during f/u not included,,NA,NA,NA,31982170,Evaluation of the efficacy of postoperative antibiotic treatment in transoral endoscopic thyroidectomy: a prospective randomised controlled trial,,,,,,,,,,,,,,,,,
711,0,1,Resistance during f/u not included,,NA,NA,NA,32004317,Evaluation of a clinical decision rule to guide antibiotic prescription in children with suspected lower respiratory tract infection in The Netherlands: A stepped-wedge cluster randomised trial,,,,,,,,,,,,,,,,,
717,0,1,Resistance during f/u not included,,NA,NA,NA,32140989,The CABI Trial: an Unblinded Parallel Group Randomised Controlled Feasibility Trial of Long-Course Antibiotic Therapy (28 Days) Compared with Short Course (≤_10 Days) in the Prevention of Relapse in Adults Treated for Complicated Intra-Abdominal Infection,,,,,,,,,,,,,,,,,
718,0,1,Resistance during f/u not included,,NA,NA,NA,32150521,Multi-Center Prospective Study of Restrictive Post-Operative Antibiotic Treatment of Children with Complicated Appendicitis,,,,,,,,,,,,,,,,,
722,0,1,Resistance during f/u not included,,NA,NA,NA,32380069,"Efficacy and safety of azithromycin maintenance therapy in primary ciliary dyskinesia (BESTCILIA): a multicentre, double-blind, randomised, placebo-controlled phase 3 trial",,,,,,,,,,,,,,,,,
726,0,1,Resistance during f/u not included,,NA,NA,NA,32554534,Changes in respiratory symptoms during 48-week treatment with ARD-3150 (inhaled liposomal ciprofloxacin) in bronchiectasis: Results from the ORBIT-3 and -4 studies,,,,,,,,,,,,,,,,,
727,0,1,Resistance during f/u not included,,NA,NA,NA,32565073,A single dose of doxycycline after an ixodes ricinus tick bite to prevent Lyme borreliosis: An open-label randomized controlled trial,,,,,,,,,,,,,,,,,
728,0,1,Resistance during f/u not included,,NA,NA,NA,32609979,Amoxicillin for 3 or 5 Days for Chest-Indrawing Pneumonia in Malawian Children,,,,,,,,,,,,,,,,,
729,0,1,Resistance during f/u not included,,NA,NA,NA,32609980,Randomized Trial of Amoxicillin for Pneumonia in Pakistan,,,,,,,,,,,,,,,,,
734,0,1,Resistance during f/u not included,,NA,NA,NA,32857331,Seven versus Ten Days Antibiotics Course for Acute Pyogenic Meningitis in Children: A Randomized Controlled Trial,,,,,,,,,,,,,,,,,
735,0,1,Resistance during f/u not included,,NA,NA,NA,32997386,Effect of Antibiotics in Preventing Hospitalisations from Respiratory Tract Infections in Children with Down Syndrome,,,,,,,,,,,,,,,,,
738,0,1,Resistance during f/u not included,,NA,NA,NA,33148981,Antibiotic Prophylaxis for Percutaneous Endoscopic Gastrostomy in Children: A Randomised Controlled Trial,,,,,,,,,,,,,,,,,
739,0,1,Resistance during f/u not included,,NA,NA,NA,33242083,"Three versus six weeks of antibiotic therapy for diabetic foot osteomyelitis: A prospective, randomized, non-inferiority pilot trial",,,,,,,,,,,,,,,,,
740,0,1,Resistance during f/u not included,,NA,NA,NA,33560163,Antimicrobial Prophylaxis in Transurethral Resection of the Prostate: Results of a Randomized Trial,,,,,,,,,,,,,,,,,
741,0,1,Resistance during f/u not included,,NA,NA,NA,33574163,Delayed antibiotic prescription for children with respiratory infections: A randomized trial,,,,,,,,,,,,,,,,,
745,0,1,Resistance during f/u not included,,NA,NA,NA,33904295,Comparison of Short Course Versus Long Course Antibiotic Prophylaxis for Caesarean Section: A Randomised Controlled Trial,,,,,,,,,,,,,,,,,
746,0,1,Resistance during f/u not included,,NA,NA,NA,33904798,"The Duration of Antibiotics Prophylaxis at the Time of Catheter Removal after Radical Prostatectomy: Clinically-Integrated, Cluster, Randomized Trial",,,,,,,,,,,,,,,,,
749,0,1,Resistance during f/u not included,,NA,NA,NA,29153975,"Optimisation of empirical antimicrobial therapy in patients with haematological malignancies and febrile neutropenia (How Long study): an open-label, randomised, controlled phase 4 trial",,,,,,,,,,,,,,,,,
750,0,1,Resistance during f/u not included,,NA,NA,NA,23403680,Tedizolid phosphate vs linezolid for treatment of acute bacterial skin and skin structure infections: the ESTABLISH-1 randomized trial,,,,,,,,,,,,,,,,,
751,0,1,Resistance during f/u not included,No report of resistance carriage/ in clinical samples,NA,NA,NA,18267977,"Prospective, randomized trial comparing short and long intravenous antibiotic treatment of acute pyelonephritis in children: dimercaptosuccinic acid scintigraphic evaluation at 9 months",,,,,,,,,,,,,,,,,
752,0,1,Resistance during f/u not included,No report of resistance carriage/ in clinical samples,NA,NA,NA,18082208,Antibiotic Prophylaxis for the Prevention of Recurrent Urinary Tract Infection in Children With Low Grade Vesicoureteral Reflux: Results From a Prospective Randomized Study,,,,,,,,,,,,,,,,,
753,0,1,Resistance during f/u not included,No report of resistance carriage/ in clinical samples,NA,NA,NA,15961713,The Early Systemic Prophylaxis of Infection After Stroke study: a randomized clinical trial,,,,,,,,,,,,,,,,,
754,0,1,Resistance during f/u not included,No report of resistance carriage/ in clinical samples,NA,NA,NA,17909152,"Minocycline treatment in acute stroke: an open-label, evaluator-blinded study. ",,,,,,,,,,,,,,,,,
755,0,1,Resistance during f/u not included,No report of resistance carriage/ in clinical samples,NA,NA,NA,18309164,Effects of prophylactic antibiotic therapy with mezlocillin plus sulbactam on the incidence and height of fever after severe acute ischemic stroke: the Mannheim infection in stroke study (MISS).,,,,,,,,,,,,,,,,,
758,0,1,Resistance during f/u not included,No report of resistance carriage/ in clinical samples,NA,NA,NA,11905407,"No effect of preoperative selective gut decontamination on endotoxemia and cytokine activation during cardiopulmonary bypass: a randomized, placebo-controlled study",,,,,,,,,,,,,,,,,
760,0,1,Resistance during f/u not included,No report of resistance carriage/ in clinical samples,NA,NA,NA,11978254,Do delayed prescriptions reduce the use of antibiotics for the common cold,,,,,,,,,,,,,,,,,
761,0,1,Resistance during f/u not included,No report of resistance carriage/ in clinical samples,NA,NA,NA,11159657,Pragmatic randomised controlled trial of two prescribing strategies for childhood acute otitis media,,,,,,,,,,,,,,,,,
762,0,1,Resistance during f/u not included,No report of resistance carriage/ in clinical samples,NA,NA,NA,10724022,Comparison of pivmecillinam and cephalexin in acute uncomplicated urinary tract infection,,,,,,,,,,,,,,,,,
763,0,1,Resistance during f/u not included,No report of resistance carriage/ in clinical samples,NA,NA,NA,10714475,Short-course moxifloxacin therapy for treatment of acute bacterial exacerbations of chronic bronchitis. The Bronchitis Study Group,,,,,,,,,,,,,,,,,
765,0,1,Resistance during f/u not included,,NA,NA,NA,15801995,"Comparative efficacy of once daily, 5-day short-course therapy with clarithromycin extended-release versus twice daily, 7-day therapy with clarithromycin immediate-release in acute bacterial exacerbation of chronic bronchitis",,,,,,,,,,,,,,,,,
766,0,1,Resistance during f/u not included,,NA,NA,NA,12017408,A comparison of gemifloxacin and clarithromycin in acute exacerbations of chronic bronchitis and long-term clinical outcomes,,,,,,,,,,,,,,,,,
767,0,1,Resistance during f/u not included,,NA,NA,NA,10954955,A comparison of a five-day regimen of cefdinir with a seven-day regimen of loracarbef for the treatment of acute exacerbations of chronic bronchitis,,,,,,,,,,,,,,,,,
768,0,1,Resistance during f/u not included,,NA,NA,NA,16641447,Clinical and bacteriological efficacy in treatment of acute exacerbations of chronic bronchitis with cefditoren-pivoxil versus cefuroxime-axetil,,,,,,,,,,,,,,,,,
769,0,1,Resistance during f/u not included,,NA,NA,NA,11738336,"Randomized, double-blind study comparing 5- and 7-day regimens of oral levofloxacin in patients with acute exacerbation of chronic bronchitis",,,,,,,,,,,,,,,,,
770,0,1,Resistance during f/u not included,,NA,NA,NA,12418583,Telithromycin is as effective as amoxicillin/clavulanate in acute exacerbations of chronic bronchitis,,,,,,,,,,,,,,,,,
771,0,1,Resistance during f/u not included,,NA,NA,NA,12649711,Randomised double-blind comparison of oral gatifloxacin and co-amoxiclav for acute exacerbation of chronic Bronchitis,,,,,,,,,,,,,,,,,
772,0,1,Resistance during f/u not included,,NA,NA,NA,16236845,Five-day telithromycin once daily is as effective as 10-day clarithromycin twice daily for the treatment of acute exacerbations of chronic bronchitis and is associated with reduced health-care resource utilization,,,,,,,,,,,,,,,,,
675,0,0,Study design (not RCT),,NA,NA,NA,30616912,Integrated safety summary of phase II and III studies comparing oral nemonoxacin and levofloxacin in community-acquired pneumonia,,,,,,,,,,,,,,,,,
719,0,0,Study design (not RCT),,NA,NA,NA,32205769,Do Antibiotics Reduce the Incidence of Infections After Percutaneous Endoscopic Gastrostomy Placement in Children?,,,,,,,,,,,,,,,,,
743,0,0,Study design (not RCT),,NA,NA,NA,33733692,The role of intraventricular antibiotic therapy in the treatment of ventriculo-peritoneal shunt infection in children,,,,,,,,,,,,,,,,,
1,0,0,Study design (not RCT),,NA,NA,NA,10602739,"Ciprofloxacin, lomefloxacin, or levofloxacin as treatment for chronic osteomyelitis",,,,,,,,,,,,,,,,,
17,0,0,Study design (not RCT),,NA,NA,NA,10980160,Selective digestive decontamination in patients in intensivecare,,,,,,,,,,,,,,,,,
28,0,0,Study design (not RCT),,NA,NA,NA,11132064,Is a 5-day course of antibiotics as effective as a 10-day course for the treatment of streptococcal pharyngitis and the prevention of poststreptococcal sequelae?,,,,,,,,,,,,,,,,,
45,0,0,Study design (not RCT),Case report,NA,NA,NA,11409564,Treatment of staphylococcal implant infection with rifampicin-ciprofloxacin in stable implants,,,,,,,,,,,,,,,,,
49,0,0,Study design (not RCT),,NA,NA,NA,11485888,Antibiotic therapy in intra-abdominal infections--a review on randomised clinical trials.,,,,,,,,,,,,,,,,,
54,0,0,Study design (not RCT),Review,NA,NA,NA,11687020,Antibiotics for spontaneous bacterial peritonitis in cirrhotics.,,,,,,,,,,,,,,,,,
55,0,0,Study design (not RCT),Review,NA,NA,NA,11687159,Elective versus symptomatic intravenous antibiotic therapy for cystic fibrosis.,,,,,,,,,,,,,,,,,
59,0,0,Study design (not RCT),Observational cohort,NA,NA,NA,11727192,Perioperative antimicrobial prophylaxis for colonic surgery: Present status in Germany. A prospective multicenter study with and without metronidazole,,,,,,,,,,,,,,,,,
80,0,0,Study design (not RCT),All studeis included in the metaanalysis were prior to 2000,NA,NA,NA,11986476,"A meta-analysis of randomized, controlled trials comparing short- and long-course antibiotic therapy for urinary tract infections in children.",,,,,,,,,,,,,,,,,
84,0,0,Study design (not RCT),,NA,NA,NA,12014540,The natural history of acute cough in children aged 0 to 4 years in primary care: A systematic review,,,,,,,,,,,,,,,,,
94,0,0,Study design (not RCT),Review,NA,NA,NA,12137628,"Antibiotic duration for treating uncomplicated, symptomatic lower urinary tract infections in elderly women.",,,,,,,,,,,,,,,,,
95,0,0,Study design (not RCT),All studeis included in the metaanalysis were prior to 2000,NA,NA,NA,12138060,Short compared with standard duration of antibiotic treatment for urinary tract infection: A systematic review of randomised controlled trials,,,,,,,,,,,,,,,,,
103,0,0,Study design (not RCT),Study protocol,NA,NA,NA,12420730,Single-dose metronidazole versus 5-day multi-drug antibiotic regimen in excision of pilonidal sinuses with primary closure: A prospective randomised controlled double-blinded study,,,,,,,,,,,,,,,,,
106,0,0,Study design (not RCT),Prospective study,NA,NA,NA,12490017,Antibiotic prophylaxis in percutaneous nephrolithotomy: Prospective study in 81 patients,,,,,,,,,,,,,,,,,
110,0,0,Study design (not RCT),Review,NA,NA,NA,12535494,Short versus standard duration oral antibiotic therapy for acute urinary tract infection in children.,,,,,,,,,,,,,,,,,
129,0,0,Study design (not RCT),Review,NA,NA,NA,12917897,Nebulised anti-pseudomonal antibiotics for cystic fibrosis.,,,,,,,,,,,,,,,,,
130,0,0,Study design (not RCT),Review,NA,NA,NA,12917916,Prophylactic antibiotics for cystic fibrosis.,,,,,,,,,,,,,,,,,
138,0,0,Study design (not RCT),Review,NA,NA,NA,14583957,Antibiotic therapy for prophylaxis against infection of pancreatic necrosis in acute pancreatitis.,,,,,,,,,,,,,,,,,
140,0,0,Study design (not RCT),,NA,NA,NA,14617299,Linezolid in the treatment of vancomycin-resistant Enterococcus faecium in solid organ transplant recipients: Report of a multicenter compassionate-use trial,,,,,,,,,,,,,,,,,
143,0,0,Study design (not RCT),,NA,NA,NA,14664657,Levofloxacin: A Review of its Use in the Treatment of Bacterial Infections in the United States,,,,,,,,,,,,,,,,,
144,0,0,Study design (not RCT),,NA,NA,NA,14697822,Selective decontamination of digestive tract in intensive care.,,,,,,,,,,,,,,,,,
