No,PMID,title,year,journal,age_grp,interven,interven_type,blind_all,source_cont_required,source_cont_done,cond_specific,cond_cat,sterile_site,n_randomised,setting,country,income,short_protocol,long_protocol,short_actual,long_actual,rand_process,hypothesis,margin,pri_analysis_population,sec_analysis_pop,diffshown_ITT,diffshown_PP,arm_clinicalsuperior,outcome_measure,sample_size_calculated,didnotmeetcalculatedsamplesize,RoB2,n_short_randomised,n_long_randomised,n_analysed,n_adherent_short,n_adherent_long,shortXlong,longXshort,adhere_monitor,excl_prianalysis_reason,funding,diagnosis,abx_specific,abx_short,abx_long,culture_directed_insome,fu_period,fu_period_note,primary_outcome,combined_outcome,obj_outcome,abxpresc_outcome,outcome_clinical,outcome_microb_clinical,outcome_microb_colonising,abx_se,outcome_economic,per_priclinicaloutcome_short,per_priclinicaloutcome_long,per_mortality,note
142,12729423,"Duration of antibiotic therapy for early Lyme disease. A randomized, double-blind, placebo-controlled trial",2003,Annals of Internal Medicine,adults,"randomly assigned to one of three treatment groups: 1) a single 2-g dose of intravenous ceftriaxone followed by 10 days of oral doxycycline capsules twice daily, then by 10 days of oral placebo capsules [cornstarch], identical in appearance to the doxycycline capsules, twice daily; 2) a placebo injection [5% dextrose] followed by 10 days of oral doxycycline, 100 mg twice daily, and then by 10 days of oral placebo twice daily; or 3) a placebo injection followed by 20 days of oral doxycycline twice daily.",arbitruary durations,1,0,NA,Lyme disease,Lyme disease,0,180,outpatient,US,high,10,20,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
143,12405169,Seven days vs. 10 days ceftriaxone therapy in bacterial meningitis,2002,Journal of Tropical Pediatrics,children,"Randomization of children togroup  I  (7  days  of  therapy)  or  group  II  (10  days  oftherapy)  was  done  on  the  seventh  day.  In  childrenrandomized  to  group  II,  antibiotics  were  continuedfurther  to  complete  a  course  of  10  days",arbitruary durations,0,0,NA,bacterial meningitis,Meningitis,1,69,inpatient,India,lower middle,7,10,NA,NA,NA,not reported,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
144,12480424,"Comparison of single-dose azithromycin and 12-dose, 3-day erythromycin for childhood cholera: a randomised, double-blind trial",2002,The Lancet,children,"randomly assigned eligible patients to either single-dose azithromycin suspension (20 mg/kg bodyweight; maximum individual dose 1 g) plus erythromycin placebo, or erythromycin estolate suspension (12·5 mg/kg bodyweight, maximum individual dose 500 mg) every 6 h for 3 days plus azithromycin placebo",arbitruary durations,1,0,NA, childhood cholera,Bacterial infection,1,128,inpatient,Bangladesh,lower middle,1,3,NA,NA,NA,equivalency,15,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
145,12011543,Efficacy and tolerability of once-daily therapy with telithromycin for 5 or 10 days for the treatment of acute maxillary sinusitis,2002,Chemotherapy,adult,subsequently randomized to receive oral teli-thromycin 800 mg once daily for 5 or 10 days.,arbitruary durations,0,0,NA,Acute Maxillary Sinusitis,Upper respiratory tract infection,1,341,outpatient,"Austria, Croatia, CzechRepublic, Denmark, Finland, France, Germany, Greece and Swe-den",high,5,10,NA,NA,NA,equivalency,15,PP,mITT,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
146,12161723,Short treatment durations for acute bacterial rhinosinusitis: Five days of gemifloxacin versus 7 days of gemifloxacin,2002,Otolaryngology–Head and Neck Surgery,adult,"randomized to receive oral gemifloxacin 320 mg once daily for 5 days and a matching placebo once daily on the subsequent 2 days, or oral gemifloxacin 320 mg once daily for 7 days.",arbitruary durations,1,0,NA,acute bacterial rhinosinusitis (ABRS).,Upper respiratory tract infection,0,423,outpatient,"Belgium, Canada, Estonia, Finland, Germany, Ireland, Italy, Lithuania, and the Netherlands.",high,5,7,NA,NA,NA,difference,NA,PP,ITT,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
147,12243918,Clinical efficacy of 3 days versus 5 days of oral amoxicillin for treatment of childhood pneumonia: a multicentre double-blind trial,2002,The Lancet,children,"All children received 15 mg/kg oral amoxicillin every 8 h for 3 days. We gave every child two bottles—one contained active amoxicillin, which was used for the first 3 days, and the second, used in the next 2 days, contained either active medicine or placebo.",arbitruary durations,1,0,NA,childhood pneumonia,Lower respiratory tract infection,0,2000,outpatient,Pakistan ,lower middle,3,5,NA,NA,NA,equivalency,5,PP,ITT,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
148,12526248,The treatment duration of acute maxillary sinusitis: how long should it be? A nasal smear controlled study,2002,Rhinology,adult,"Patients in group 1 received treatment for 7 days; groups 2, 3, and 4 received 14, 21, and 28 days, respectively.",arbitruary durations,0,0,NA,acute maxillary sinusitis,Upper respiratory tract infection,0,40,outpatient,Turkey,high middle,14,28,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,These findings show that the most appropriate duration of treatment in acute maxillary sinusitis should be at least 14 days according to nasal smear results.
148,12526248,The treatment duration of acute maxillary sinusitis: how long should it be? A nasal smear controlled study,2002,Rhinology,adult,"Patients in group 1 received treatment for 7 days; groups 2, 3, and 4 received 14, 21, and 28 days, respectively.",arbitruary durations,0,0,NA,acute maxillary sinusitis,Upper respiratory tract infection,0,40,outpatient,Turkey,high middle,14,21,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,These findings show that the most appropriate duration of treatment in acute maxillary sinusitis should be at least 14 days according to nasal smear results.
148,12526248,The treatment duration of acute maxillary sinusitis: how long should it be? A nasal smear controlled study,2002,Rhinology,adult,"Patients in group 1 received treatment for 7 days; groups 2, 3, and 4 received 14, 21, and 28 days, respectively.",arbitruary durations,0,0,NA,acute maxillary sinusitis,Upper respiratory tract infection,0,40,outpatient,Turkey,high middle,7,14,NA,NA,NA,not reported,NA,ITT,none,1,NA,long,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,These findings show that the most appropriate duration of treatment in acute maxillary sinusitis should be at least 14 days according to nasal smear results.
149,11815577,"Five day clarithromycin modified release versus 10 day penicillin V for group A streptococcal pharyngitis: A multi-centre, open-label, randomized study",2002,Journal of Antimicrobial Chemotherapy,adult,Patients were randomized to receive one tablet containing 500 mg of clarithromycin MR once a day for 5 days or one tablet containing 590 mg (1 million units) of penicillin V three times a day for 10 days.,arbitruary durations,0,0,NA,group A streptococcal pharyngitis,Upper respiratory tract infection,0,349,outpatient,France,high,5,10,NA,NA,NA,difference,NA,ITT,PP,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
150,11906502,Single-dose ciprofloxacin versus 3 days of norfloxacin in uncomplicated urinary tract infections in women,2002,Clinical Microbiology and Infection,adults,a single dose of 500 mg of ciprofloxacin versus 3 days 400 mg twice-daily of norfloxacin,arbitruary durations,1,0,NA,uncomplicated urinary tract infections,Urinary tract infection,0,325,outpatient,Spain,high,1,3,NA,NA,NA,equivalency,10,ITT,PP,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
151,11219483,"Comparison of 5-day, short-course gatifloxacin therapy with 7-day gatifloxacin therapy and 10-day clarithromycin therapy for acute exacerbation of chronic bronchitis",2001,Clinical Therapeutics,adults,randomly assigned to receive gatifloxacin* 400 mg once daily for 5 or 7 days or clarithromycint 500 mg twice daily for 10 days in a doubledummy fashion. P,arbitruary durations,1,0,NA,acute exacerbation of chronic bronchitis,Lower respiratory tract infection,0,527,inpatient,US,high,5,7,NA,NA,NA,equivalency,15,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
151,11219483,"Comparison of 5-day, short-course gatifloxacin therapy with 7-day gatifloxacin therapy and 10-day clarithromycin therapy for acute exacerbation of chronic bronchitis",2001,Clinical Therapeutics,adults,randomly assigned to receive gatifloxacin* 400 mg once daily for 5 or 7 days or clarithromycint 500 mg twice daily for 10 days in a doubledummy fashion. P,arbitruary durations,1,0,NA,acute exacerbation of chronic bronchitis,Lower respiratory tract infection,0,527,inpatient,US,high,5,10,NA,NA,NA,equivalency,15,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
152,11686426,Five days of cefprozil versus 10 days of clarithromycin in the treatment of an acute exacerbation of chronic bronchitis,2001,"Annals of Allergy, Asthma & Immunology",adults,randomized 1:1 to double-blind treatment with 5 days of cefprozil or 10 days of clarithromycin,arbitruary durations,1,0,NA,acute exacerbation of chronic bronchitis,Lower respiratory tract infection,0,295,outpatient,US,high,5,10,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
153,11266417,"Efficacy, safety and tolerability of 3 day azithromycin versus 10 day co-amoxiclav in the treatment of children with acute lower respiratory tract infections",2001,Journal of Antimicrobial Chemotherapy,children,Patients  were  assigned  randomly  to  treatment  with  oralazithromycin  suspension  (10  mg/kg/24  h)  in  a  single  dosefor  3  days  or  co-amoxiclav  suspension  (45/11.25  mg/kg/24 h) tds for 10 days,arbitruary durations,1,0,NA,community-acquired acute lower respiratory tract infection (LRTI),Lower respiratory tract infection,0,118,inpatient,Netherlands,high,3,10,NA,NA,NA,equivalency,10,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
154,11285152,Successful shortening from seven to four days of parenteral beta-lactam treatment for common childhood infections: a prospective and randomized study,2001,International Journal of Infectious Diseases,children,"the patients were divided into four categories: pneumonia (acute respiratory symptoms and alveolar consolidation in chest radiograph), other respiratory infections (as for pneumonia, but without alveolar consolidation), sepsis-like infections (clinically ill but no respiratory symptoms, fever at least 385°C [101.3”F],and an initial CRP 100 mg/L),s,9 and other likely bacterial infections (clinically ill enough to receive antimicrobials but no respiratory symptoms, low fever, or only marginally increased CRP),’ cellulitis and lymphadenitis were examples in this category.” The randomization of medication for 4 days or 7 days was done by a computer-generated list kept at the University Hospital, to assign patients in the four groups.",arbitruary durations,0,0,NA,various,Not specified,0,178,inpatient,Finland,high,4,7,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
155,11711256,"Tolerability of 3-day, once-daily azithromycin suspension versus standard treatments for community-acquired paediatric infectious diseases",2001,International  Journal  of  Antimicrobial  Agents  1,children,"randomised  to  treatment  witheither  oral  azithromycin  suspension  (10  mg/kg,  oncedaily for 3 days) or an approved regimen of the follow-ing  comparators:  amoxycillin/clavulanic  acid,  cefaclor cefixime,  ceftriaxone,  clarithromycin,  erythromycin,  orpenicillin  V",arbitruary durations,0,0,NA,community-acquired  paediatric  infectious diseases,Not specified,0,2425,outpatient,Latin   America   and   Europe,high,3,10,NA,NA,NA,difference,NA,ITT,none,1,NA,short,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
156,11868759,Efficacy of short-course therapy with the ketolide telithromycin compared with 10 days of penicillin V for the treatment of pharyngitis/tonsillitis,2001,Scandinavian Journal of Infectious Diseases,adult,Eligible subjects were randomized (1 : 1) to receive oral telithromycin 800 mg once daily for 5 d or penicillin V 500 mg three times daily for 10 d.,arbitruary durations,1,0,NA,pharyngitis/tonsillitis,Upper respiratory tract infection,0,396,outpatient,"Belgium, Czech Republic, Denmark, Finland, Germany, Hungary, New Zealand, South Africa, Switzerland and the UK",high,5,10,NA,NA,NA,equivalency,15,PP,mITT,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
157,15704358,[Five days ceftibuten versus 10 days penicillin in the treatment of 2099 patients with A-streptococcal tonsillopharyngitis],2001,Fortschritte der Medizin Originalien,children,"compare the efficacy and safety of a five day regimen of ceftibuten (9 mg/kg KG, once daily) with 10 days of penicillin V (50,000 I.E./kg KG, divided in three doses)",arbitruary durations,0,0,NA,Group  A-streptococcal tonsillopharyngitis,Upper respiratory tract infection,0,1834,outpatient,Germany,high,5,10,NA,NA,NA,equivalency,not reported,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
158,11207174,Randomised controlled trial of three day versus 10 day intravenous antibiotics in acute pyelonephritis: effect on renal scarring,2001,Archives of Disease in Childhood,children,"Children with acute pyelonephritis were treated with antibiotics administered either intravenously for 10 days then orally for five days, or intravenously for three days then orally for 12 days",arbitruary durations,0,0,NA,Acute pyelonephritis,Urinary tract infection,0,435,inpatient,Switzerland,high,3,10,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
159,11076325,Neonatal pneumonia: comparison of 4 vs 7 days of antibiotic therapy in term and near-term infants,2000,Journal of Perinatology,neonates,Infants who were asymptomatic after 48 hours of antibiotic therapy were prospectively randomized to a 4-day group (n = 35) or a 7-day group (n = 38).,arbitruary durations,0,0,NA,Neonatal pneumonia,Lower respiratory tract infection,0,73,inpatient,US,high,4,7,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
160,10749463,Randomized trial of four vs. seven days of ceftriaxone treatment for bacterial meningitis in children with rapid initial recovery,2000,The Pediatric Infectious Disease Journal ,children,"The patients fulfilling the criteria of rapid initial recovery were assigned, irrespective of etiology, to one of two treatment groups before the fifth dose of ceftriaxone. Children born on an even date had therapy stopped (4-day group), whereas those born on an odd date received three more doses (7-day group).",arbitruary durations,0,0,NA,bacterial meningitis,Meningitis,1,102,inpatient,Chile,high,4,7,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
161,10634735,Penicillin for acute sore throat: randomised double blind trial of seven days versus three days treatment or placebo in adults,2000,The BMJ,adults,"Patients were randomly assigned to one of three treatment groups: penicillin V for seven days, penicillin V for three days followed by placebo for four days, or placebo for seven days",arbitruary durations,1,0,NA,acute sore throat,Upper respiratory tract infection,0,561,outpatient,Netherlands,high,4,7,NA,NA,NA,equivalency,not reported,ITT,none,1,NA,long,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
162,10877166,Treatment of shigellosis with cefixime: two days vs. five days,2000,The Pediatric Infectious Disease Journal ,children,Patients were randomized to receive either 2 days of cefixime (8 mg/kg(day) given once daily followed by 3 days of placebo or 5 days of cefixime,arbitruary durations,1,0,NA,shigellosis ,Gastrointestinal infection,0,74,inpatient,US,high,2,5,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
163,10934078,Short-course empiric antibiotic therapy for patients with pulmonary infiltrates in the intensive care unit. A proposed solution for indiscriminate antibiotic prescription,2000,American Journal of Respiratory and Critical Care Medicine,adults,"Patients in the control group received the current standard therapy, i.e., the choice, number, and duration of antibiotics was at the discretion of the care providers. These patients were merely followed in an observational fashion with no interventions from the investigators. .Patients randomized to the experimental group received ciprofloxacin 400 mg intravenously every 8 h for 3 d. Addition of other antibiotics was not allowed in the ciprofloxacin monotherapy arm.",arbitruary durations,0,0,NA,pulmonary infiltrates ,Lower respiratory tract infection,0,81,ICU,US,high,3,10-21,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Because the study was not blinded, physicians and care providers could see the results. We observed a trend toward physicians prescribing fewer antibiotics for shorter duration in patients randomized to standard therapy as the study progressed.  fter interviewing the investigators and attending physicians and reviewing the results, the protocol was terminated because the institutional review board determined that it was unethical to continue to study."
