"","PMID","PUI","Title","Publication.Year"
"1908",18005909,NA,"Efficacy of a pelargonium sidoides preparation in patients with the common cold: a randomized, double blind, placebo-controlled clinical trial",2007
"1910",17366527,NA,"Early hospital discharge versus continued hospitalization in febrile pediatric cancer patients with prolonged neutropenia: A randomized, prospective study",2007
"1911",17953678,NA,"Efficacy and safety of neutral pH superoxidised solution in severe diabetic foot infections",2007
"1912",18246742,NA,"Biliary precipitation during ceftriaxone therapy: frequency and risk factors",2007
"1913",17921398,NA,"Serum zinc and pneumonia in nursing home elderly",2007
"1915",17827142,NA,"Costs associated with shorter duration of antibiotic therapy in hospitalized patients with mild-to-moderate severe community-acquired pneumonia",2007
"1916",18038549,NA,"[Analysis of cytokines in seminal plasma and blood sera of patients with chronic prostatitis during immunotherapy with natural complex of cytokines and antimicrobial peptides]",2007
"1917",17912233,NA,"[Uretero-vescical anastomosis during kidney transplantation. Preliminary results of two surgical techniques]",2007
"1918",17715080,NA,"Sonographically guided percutaneous catheter drainage versus needle aspiration in the management of pyogenic liver abscess",2007
"1919",17700424,NA,"Effect of Lactobacillus rhamnosus GG in persistent diarrhea in Indian children: a randomized controlled trial",2007
"1920",17710485,NA,"Efficacy of corticosteroids in the treatment of community-acquired pneumonia requiring hospitalization",2007
"1921",18018417,NA,"[Effectiveness of switch therapy for peritonitis]",2007
"1922",17587070,NA,"Duration of antibiotic treatment in disseminated Lyme borreliosis: a double-blind, randomized, placebo-controlled, multicenter clinical study",2007
"1923",17682988,NA,"Amphotericin B treatment for Indian visceral leishmaniasis: response to 15 daily versus alternate-day infusions",2007
"1924",17615073,NA,"Procalcitonin guided antibiotic therapy and hospitalization in patients with lower respiratory tract infections: a prospective, multicenter, randomized controlled trial",2007
"1925",17621202,NA,"Does shaving the incision site increase the infection rate after spinal surgery?",2007
"1926",17592288,NA,"Effect of enteral nutrition and synbiotics on bacterial infection rates after pylorus-preserving pancreatoduodenectomy: a randomized, double-blind trial",2007
"1927",17576847,NA,"Population pharmacokinetics at two dose levels and pharmacodynamic profiling of flucloxacillin",2007
"1928",17567657,NA,"Comparison of oral amoxicillin and intravenous benzyl penicillin for community acquired pneumonia in children (PIVOT trial): a multicentre pragmatic randomised controlled equivalence trial",2007
"1929",17692724,NA,"Retrospective analysis of electrocardiographic changes after administration of oral or intravenous garenoxacin in five phase I, placebo-controlled studies in healthy volunteers",2007
"1930",17599102,NA,"Short-term antibiotic prophylaxis in implant surgery: a comparison of three antibiotics",2007
"1931",17565807,NA,"Role of antibiotics in meconium aspiration syndrome",2007
"1932",17565457,NA,"A randomized prospective study of cefepime plus metronidazole with imipenem-cilastatin in the treatment of intra-abdominal infections",2007
"1933",17531691,NA,"Topical anesthesia: possible risk factor for endophthalmitis after cataract extraction",2007
"1934",17514671,NA,"Randomized clinical trial of single- versus multiple-dose antimicrobial prophylaxis in gastric cancer surgery",2007
"1935",17506001,NA,"Early treatment of severe pancreatitis with imipenem: a prospective randomized clinical trial",2007
"1936",17457375,NA,"Gentamicin-induced ototoxicity in hemodialysis patients is ameliorated by N-acetylcysteine",2007
"1937",17452486,NA,"Pharmacokinetics and tolerability of a higher rifampin dose versus the standard dose in pulmonary tuberculosis patients",2007
"1938",17445309,NA,"Preliminary report of associated factors in wound infection after major head and neck neoplasm operations--does the duration of prophylactic antibiotic matter?",2008
"1939",17433027,NA,"Low-dose lenograstim is as effective as standard dose in shortening neutrophil engraftment time following myeloablative chemotherapy and peripheral blood progenitor cell rescue",2007
"1940",17464918,NA,"Effect of a chlorhexidine mouthwash on the risk of postextraction bacteremia",2007
"1941",17437361,NA,"Predictors of efficacy and health resource utilization in treatment of complicated intra-abdominal infections: evidence for pooled clinical studies comparing tigecycline with imipenem-cilastatin",2007
"1942",17484870,NA,"High-dose oral erythromycin decreased the incidence of parenteral nutrition-associated cholestasis in preterm infants",2007
"1943",17523274,NA,"Can procalcitonin help us in timing of re-intervention in septic patients after multiple trauma or major surgery?",2007
"1945",17376268,NA,"[Effects of thymosin-alpha1 on cell immunity function in patients with septic shock]",2007
"1946",17355022,NA,"Split-spinous process laminotomy and discectomy for degenerative lumbar spinal stenosis: a preliminary report",2007
"1947",17354160,NA,"Clinical and bacteriological outcome of different doses and duration of pivmecillinam compared with placebo therapy of uncomplicated lower urinary tract infection in women: the LUTIW project",2007
"1948",17329271,NA,"Duration of antimicrobial prophylaxis in patients undergoing hepatectomy: a prospective randomized controlled trial using flomoxef",2007
"1949",17294169,NA,"A randomized trial of catheter change and short course of antibiotics for asymptomatic bacteriuria in catheterized ICU patients",2007
"1950",17330681,NA,"Levofloxacin treatment in patients with rheumatoid arthritis receiving methotrexate",2007
"1951",17328728,NA,"Clinical and bacteriological outcomes in hospitalised patients with community-acquired pneumonia treated with azithromycin plus ceftriaxone, or ceftriaxone plus clarithromycin or erythromycin: a prospective, randomised, multicentre study",2007
"1952",17288699,NA,"Role for 5-day, once-daily extended-release clarithromycin in acute bacterial exacerbation of chronic bronchitis",2007
"1953",17241298,NA,"Comparison of 7-day and 14-day proton pump inhibitor-containing triple therapy for Helicobacter pylori eradication: neither treatment duration provides acceptable eradication rate in Korea",2007
"1954",17237494,NA,"Implementing guidelines on acute maxillary sinusitis in general practice--a randomized controlled trial",2007
"1955",17229548,NA,"Prophylaxis versus pre-emptive treatment for infective and inflammatory complications of surgical third molar removal: a randomized, double-blind, placebo-controlled, clinical trial with sustained release amoxicillin/clavulanic acid (1000/62.5 mg)",2007
"1956",17226906,NA,"Efficacy of long term cyclic administration of the poorly absorbed antibiotic Rifaximin in symptomatic, uncomplicated colonic diverticular disease",2007
"1957",18027401,NA,"Erratum to ""Clinical evaluation of the intraoral fluoride releasing system in radiation-induced xerostomic subjects. Part 2: Phase I study""",2007
"1958",17366011,NA,"High-dose ampicillin-sulbactam as an alternative treatment of late-onset VAP from multidrug-resistant Acinetobacter baumannii",2007
"1959",17197406,NA,"The impact of oral disease and nonsurgical treatment on bacteremia in children",2007
"1960",17173219,NA,"A randomized trial of the duration of therapy with metronidazole plus or minus azithromycin for treatment of symptomatic bacterial vaginosis",2007
"1961",17148582,NA,"Distinct EBV and CMV reactivation patterns following antibody-based immunosuppressive regimens in patients with severe aplastic anemia",2007
"1962",17190179,NA,"Control of rapid heart rate changes for electrocardiographic analysis: implications for thorough QT studies",2006
"1963",17083378,NA,"2-week triple therapy for Helicobacter pylori infection is better than 1-week in clinical practice: a large prospective single-center randomized study",2006
"1964",17137468,NA,"Does periodontal care improve glycemic control? The Department of Veterans Affairs Dental Diabetes Study",2007
"1965",17103286,NA,"Comparison of therapeutic effectiveness of percutaneous drainage with antibiotics versus antibiotics alone in the treatment of periappendiceal abscess: is appendectomy always necessary after perforation of appendix?",2007
"1966",17090560,NA,"Effectiveness of early switch from intravenous to oral antibiotics in severe community acquired pneumonia: multicentre randomised trial",2006
"1967",17148625,NA,"Predicting prognosis and effect of antibiotic treatment in rhinosinusitis",2006
"1968",17038453,NA,"Comparing 10-day and 4-month doxycycline courses for treatment of Chlamydia trachomatis-reactive arthritis: a prospective, double-blind trial",2006
"1969",17060336,NA,"Prophylactic antibiotics to prevent pneumonia and other complications after measles: community based randomised double blind placebo controlled trial in Guinea-Bissau",2006
"1970",17072954,NA,"Does delayed gastric emptying shorten the H pylori eradication period? A double blind clinical trial",2006
"1971",17050564,NA,"Clarithromycin in the treatment of RSV bronchiolitis: a double-blind, randomised, placebo-controlled trial",2007
"1972",17043337,NA,"The effect of a nonabsorbed oral antibiotic (rifaximin) on the symptoms of the irritable bowel syndrome: a randomized trial",2006
"1973",17030532,NA,"Randomized controlled trial of 7-Day vs. 14-Day antibiotics for neonatal sepsis",2006
"1976",17035452,NA,"Long-term symptom recovery and health-related quality of life in patients with mild-to-moderate-severe community-acquired pneumonia",2006
"1977",17005549,NA,"Efficacy and safety of short duration azithromycin eye drops versus azithromycin single oral dose for the treatment of trachoma in children: a randomised, controlled, double-masked clinical trial",2007
"1978",16957901,NA,"Impact of piperacillin resistance on the outcome of Pseudomonas ventilator-associated pneumonia",2006
"1979",16940094,NA,"Comparative efficacies of amoxicillin, clindamycin, and moxifloxacin in prevention of bacteremia following dental extractions",2006
